word,level,frequency_ranking,pos,pinyin,definitions,source
而已,7,1377,particle,éryǐ,that's all; nothing more; is all,kaikki
耳朵,5,3451,noun,ěrduo,ear (organ of hearing),kaikki
耳光,7,10660,noun,ěrguāng,slap on the face (particularly around the ear); box on the ears | slap in the face; blow,kaikki
耳环,6,11999,noun,ěrhuán,earring,kaikki
耳机,4,7196,noun,ěrjī,headphones; earphones | telephone receiver,kaikki
耳目一新,7,20652,idiom,ěrmùyīxīn,breath of fresh air; to find everything fresh and new,kaikki
耳熟能详,7,31301,verb,ěr shú néng xiáng,what's frequently heard can be repeated in detail (idiom),drkameleon
耳熟能详,7,31301,idiom,ěrshúnéngxiáng,"heard a million times, to the point where one can recite it in one's sleep; well-worn (phrase)",kaikki
耳闻目睹,7,74024,verb,ěr wén mù dǔ,to witness personally,drkameleon
耳闻目睹,7,74024,idiom,ěrwénmùdǔ,to hear with one's ears and see with one's eyes; to personally see and hear,kaikki
二,1,664,noun,èr,two | 2,drkameleon
二,1,664,adjective,èr,(Beijing dialect) stupid,drkameleon
二手,4,10587,adjective,èrshǒu,second-hand,kaikki
二维码,5,1000000,noun,èrwéimǎ,QR code,kaikki
二氧化碳,7,13139,noun,èryǎnghuàtàn,carbon dioxide,kaikki
发,2,400,verb,fā | fà,to send out | to show (one's feeling) | to issue | to develop | to make a bundle of money | classifier for gunshots (rounds),drkameleon
发,2,400,noun,fā | fà,hair,drkameleon
发表,3,1771,verb,fābiǎo,"to publish; to issue | to express (an opinion); to state; to announce; to share (an impression, etc.)",kaikki
发病,6,9341,verb,fābìng,to come on; to outbreak; to fall ill,kaikki
发布,5,2711,verb,fābù,"to release; to issue; to announce (of news, instructions, orders, etc.)",kaikki
发布会,7,6550,noun,fābùhuì,announcement; briefing,kaikki
发财,7,9336,verb,fācái,to make a fortune | to work; to make a living,kaikki
发财,7,9336,noun,fācái,green dragon,kaikki
发愁,7,16670,verb,fāchóu,to worry; to be anxious,kaikki
发出,3,1978,verb,fāchū,"to issue; to send forth; to send out | to produce (a sound, smell, brightness, etc.); to give out; to have",kaikki
发达,3,5763,adjective,fādá,developed; flourishing,kaikki
发达,3,5763,verb,fādá,to develop | to strike it rich; to rise to power and position,kaikki
发呆,6,13611,verb,fādāi,"to stare blankly; to be in a daze (from fear, shock, or inattentiveness)",kaikki
发电,6,10184,verb,fādiàn,to generate electricity | to masturbate | to telegraph; to cable; to send a telegram,kaikki
发电机,7,13622,noun,fādiànjī,generator (machine that converts mechanical energy into electrical energy),kaikki
发动,3,3090,verb,fādòng,to start; to initiate; to launch; to unleash; to wage | to mobilize; to arouse,kaikki
发抖,7,10286,verb,fādǒu,to shake; to shiver,kaikki
发放,6,7155,verb,fāfàng,to provide monetary or material assistance,kaikki
发光,7,8539,verb,fāguāng,to shine (to emit light),kaikki
发挥,4,1869,verb,fāhuī,"to bring (skill, talent) into play; to give play to; to perform; to exert | to develop (an idea); to express; to elaborate",kaikki
发火,7,10499,verb,fāhuǒ,to catch fire | to ignite; to detonate | to get angry; to lose one's temper | to build a fire; to light a fire,kaikki
发酵,7,18094,verb,fājiào,to ferment; to undergo fermentation | to gradually develop; to grow slowly,kaikki
发觉,5,5813,verb,fājué,to become aware of; to realise; to detect,kaikki
发掘,7,6817,verb,fājué,to excavate; to unearth,kaikki
发愣,7,46817,verb,fālèng,to stare blankly; to be in a daze,kaikki
发明,3,3943,verb,fāmíng,to invent | to expound | to show; to prove | to enlighten; to inspire | to make excuses; to claim an alibi; to lie,kaikki
发明,3,3943,noun,fāmíng,invention | a kind of legendary bird from the east,kaikki
发怒,6,17138,verb,fānù,to become angry; to fly into a rage,kaikki
发脾气,7,9294,verb,fā píqi,to lose one's temper; to get into a huff; to throw a tantrum,kaikki
发票,4,9848,noun,fāpiào,receipt; invoice; fapiao,kaikki
发起,6,5460,verb,fāqǐ,to initiate; to sponsor; to propose | to start; to launch,kaikki
发起人,7,21812,noun,fāqǐrén,initiator; sponsor; contributor,kaikki
发热,7,9077,verb,fārè,to give out or generate heat | to have a fever; to run a temperature | to be hotheaded; to be impetuous | to be passionate about; to be obsessed with,kaikki
发烧,4,5836,verb,fāshāo,to have a fever; to have a high body temperature | to be fascinated with something; to be a fan of | to be flourishing; to be thriving | to be of audiophile sound quality,kaikki
发射,5,3022,verb,fāshè,to launch (a projectile); to fire (a gun); to shoot | to emit (a particle),kaikki
发生,3,211,verb,fāshēng,to happen; to occur; to take place | to produce; to engender; to come into being; to form; to exert; to generate,kaikki
发誓,7,5986,verb,fāshì,to swear; to vow; to pledge,kaikki
发送,3,4350,verb,fāsòng | fāsong,to send (by radio); to transmit | to send (correspondence); to dispatch | to handle funeral arrangements,kaikki
发现,2,189,verb,fāxiàn,to discover; to find; to find out,kaikki
发现,2,189,noun,fāxiàn,discovery,kaikki
发泄,7,7068,verb,fāxiè,to let off steam; to vent; to express one's grievances,kaikki
发行,5,3589,verb,fāxíng | fāháng,to publish; to issue; to circulate | to sell wholesale,kaikki
发行,5,3589,noun,fāháng,wholesale store,kaikki
发型,7,3773,noun,fàxíng,hairstyle; haircut,kaikki
发言,3,4527,verb,fāyán,to speak; to state one's opinion; to make a statement | to make a speech; to address a group of people,kaikki
发言,3,4527,noun,fāyán,statement; utterance | speech; address,kaikki
发言人,6,6774,noun,fāyánrén,spokesperson,kaikki
发炎,6,17067,verb,fāyán,to be inflamed,kaikki
发扬,7,13862,verb,fāyáng,to develop; to make full use of; to promote; to carry on; to encourage; to exalt,kaikki
发扬光大,7,26690,verb,fā yáng guāng dà,to develop and promote | to carry forward | to bring to great height of development,drkameleon
发扬光大,7,26690,idiom,fāyángguāngdà,to carry forward; to enhance,kaikki
发育,7,6591,verb,fāyù,to grow (of a living thing); to develop,kaikki
发源地,7,21846,noun,fāyuándì,place of origin; birthplace; source,kaikki
发展,3,859,verb,fāzhǎn,to develop; to expand; to grow | to develop (on a personal level); to grow | to admit; to recruit (new members),kaikki
发作,7,5156,verb,fāzuò,to break out; to take effect | to have a fit of anger; to flare up; to lose one's temper,kaikki
罚,5,3393,verb,fá,to punish | to penalize,drkameleon
罚款,5,6918,verb,fákuǎn,to fine; to impose a penalty,kaikki
罚款,5,6918,noun,fákuǎn,fine; penalty,kaikki
罚款,5,6918,adjective,fá kuǎn,fine (monetary),drkameleon
阀门,7,17259,noun,fámén,valve (device),kaikki
法,4,706,noun,fǎ,law | method | way | (Buddhism) dharma | (abbr. for 家) the Legalists | (physics) farad (abbr. for 拉) | law,drkameleon
法,4,706,verb,fǎ,to emulate,drkameleon
法官,4,2726,noun,fǎguān,judge (public judicial official); justice,kaikki
法规,5,6275,noun,fǎguī,regulation; law; legislation; statute; ordinance,kaikki
法律,4,816,noun,fǎlǜ,law (body of binding rules and regulations),kaikki
法人,6,16184,noun,fǎrén,corporate person; legal entity; legal person; juridical person,kaikki
法庭,6,2329,noun,fǎtíng,court; court of law; tribunal | courtroom,kaikki
法语,6,9377,noun,fǎyǔ,French language | speech in accordance with etiquette | words about Buddhist doctrine,kaikki
法院,4,2401,noun,fǎyuàn,court; court of law; tribunal,kaikki
法制,5,12210,noun,fǎzhì,legal system and institutions,kaikki
帆,7,9231,noun,fān,sail | to gallop,drkameleon
帆船,7,13329,noun,fānchuán,sailboat; junk,kaikki
番,6,5706,noun,fān,"foreign (non-Chinese) | barbarian | classifier for occurrences (of an event, action or speech utterance) | classifier for iterations: times, -fold (as in twofold etc) | classifier for situations: kind, sort",drkameleon
番茄,6,8632,noun,fānqié,tomato | chilli pepper | round varieties of aubergine,kaikki
翻,4,1378,verb,fān,to turn over | to flip over | to overturn | to rummage through | to translate | to decode | to double | to climb over or into | to cross,drkameleon
翻番,7,23388,verb,fānfān,to double | to increase by a specified number of times,kaikki
翻来覆去,7,25055,verb,fān lái fù qù,to toss and turn (sleeplessly) | again and again,drkameleon
翻来覆去,7,25055,idiom,fānláifùqù,toss and turn sleeplessly | repeat; again and again,kaikki
翻天覆地,7,22219,idiom,fāntiānfùdì,to undergo an earth-shattering change,kaikki
翻译,4,4025,verb,fānyì,to translate (to change spoken words or written text from one language to another) | to translate (to generate a chain of amino acids based on the sequence of codons in an mRNA molecule),kaikki
翻译,4,4025,noun,fānyì,translator; interpreter,kaikki
凡,7,5504,adverb,fán,ordinary | commonplace | mundane | temporal | of the material world (as opposed to supernatural or immortal levels) | every | all | whatever | altogether | gist | outline | note of Chinese musical scale,drkameleon
凡是,6,8759,noun,fán shì,each and every | any,drkameleon
凡是,6,8759,adverb,fánshì,every; any; all; whatever,kaikki
烦,4,2084,verb,fán,to feel vexed | to bother | to trouble,drkameleon
烦,4,2084,adjective,fán,superfluous and confusing,drkameleon
烦,4,2084,noun,fán,edgy,drkameleon
烦闷,7,33920,adjective,fánmèn,depressed; unhappy; gloomy; worried,kaikki
烦恼,7,4038,adjective,fánnǎo,annoyed; troubled; upset; vexed; worried; uneasy,kaikki
烦恼,7,4038,noun,fánnǎo,annoyance; troubles; vexation; worries; anxiety; sorrow | klesha,kaikki
烦恼,7,4038,verb,fánnǎo,to worry; to agonize; to be anxious about,kaikki
烦躁,7,9700,adjective,fánzào,fidgety; agitated; jittery; twitchy; peevish,kaikki
繁华,7,14569,adjective,fánhuá,lively; bustling; busy | beautiful | luxurious; lavish; extravagant | wealthy and respectable (in terms of social status),kaikki
繁华,7,14569,noun,fánhuá,glory and splendor | youth; adolescence; youthfulness; prime of one's life,kaikki
繁忙,7,10742,adjective,fánmáng,busy; bustling,kaikki
繁荣,5,8156,adjective,fánróng,prosperous; flourishing; booming,kaikki
繁荣,5,8156,verb,fánróng,to make something prosper; to make flourish; to make boom,kaikki
繁体字,7,39543,noun,fántǐzì,Traditional Chinese (characters),kaikki
繁殖,6,9104,verb,fánzhí,to breed; to reproduce; to propagate; to multiply,kaikki
繁重,7,18136,adjective,fánzhòng,heavy; strenuous; burdensome; onerous,kaikki
反,4,1290,adverb,fǎn,contrary | in reverse | instead,drkameleon
反,4,1290,noun,fǎn,inside out or upside down | opposite | against | anti-,drkameleon
反,4,1290,verb,fǎn,to reverse | to return | to oppose | to rebel | to use analogy,drkameleon
反驳,7,10845,verb,fǎnbó,to rebut; to refute,kaikki
反差,7,28447,noun,fǎnchā,contrast | contrast; discrepancy; contradistinction,kaikki
反常,7,13398,adjective,fǎncháng,erratic; abnormal; unusual,kaikki
反弹,7,10407,verb,fǎntán,to rebound; to spring | to rise up again; to go up again,kaikki
反倒,7,14186,adverb,fǎndào,on the contrary; to the contrary; instead,kaikki
反动,6,16500,adjective,fǎndòng,reactionary,kaikki
反动,6,16500,noun,fǎndòng,reaction,kaikki
反动,6,16500,verb,fǎndòng,react,kaikki
反对,3,1381,verb,fǎnduì,to oppose; to be opposed; to be against; to fight; to combat,kaikki
反而,4,3595,adverb,fǎn'ér,on the contrary; to the contrary; instead,kaikki
反复,3,4626,adverb,fǎn fù,repeatedly,drkameleon
反复,3,4626,noun,fǎn fù,over and over,drkameleon
反复,3,4626,verb,fǎn fù,to upend | to come and go,drkameleon
反复,3,4626,adjective,fǎn fù,unstable | (of an illness) to return,drkameleon
反感,7,9598,verb,fǎngǎn,to be disgusted with; to dislike; to have a bad reaction to,kaikki
反感,7,9598,noun,fǎngǎn,bad reaction; antipathy; dislike,kaikki
反过来,7,11352,adverb,fǎnguòlái,in reverse order; on the other hand; the other way around,kaikki
反击,7,5503,verb,fǎnjī,to strike back; to beat back; to counterattack,kaikki
反抗,6,5287,verb,fǎnkàng,to revolt; to resist; to rebel,kaikki
反馈,7,8624,verb,fǎnkuì,to give feedback | to send back information; to report back,kaikki
反馈,7,8624,noun,fǎnkuì,feedback,kaikki
反面,7,14058,noun,fǎnmiàn,opposite side; reverse side; backside,kaikki
反面,7,14058,adjective,fǎnmiàn,negative; bad,kaikki
反射,6,9837,verb,fǎnshè,to reflect,kaikki
反射,6,9837,noun,fǎnshè,"reflection (from a mirror, etc.) | reflex (automatic response from an organism) | reflection",kaikki
反省,7,10429,verb,fǎnxǐng,to reflect on one's actions; to engage in self-examination; to do some soul-searching,kaikki
反思,7,12288,verb,fǎnsī,to rethink; to revisit; to reflect; to reassess; to engage in self-examination,kaikki
反问,6,17873,verb,fǎnwèn,to answer a question with a question; to ask in reply,kaikki
反问,6,17873,noun,fǎnwèn,rhetorical question,kaikki
反响,6,11329,noun,fǎnxiǎng,echo; reflected sound | response; impact; repercussions,kaikki
反应,3,1118,verb,fǎnyìng,to react; to respond,kaikki
反应,3,1118,noun,fǎnyìng,reaction; response,kaikki
反映,4,3914,verb,fǎnyìng,to reflect; to mirror | to indicate; to reflect | to express an opinion (usually criticism) to a higher echelon; to report,kaikki
反映,4,3914,noun,fǎnyìng,reflection; image; indication,kaikki
反正,3,1968,adverb,fǎnzheng,anyway; in any case; whatever happens,kaikki
反正,3,1968,verb,fǎnzheng,to come back to the correct path | to come over from the enemy's side,kaikki
反之,6,18222,conjunction,fǎn zhī,on the other hand... | conversely...,drkameleon
反之,6,18222,adverb,fǎnzhī,on the contrary; to the contrary; instead,kaikki
返还,7,18090,verb,fǎnhuán,to return (something); to pay back; to repay; to refund,kaikki
返回,5,3952,verb,fǎnhuí,to return; to go back to,kaikki
犯,6,1635,verb,fàn,to violate | to offend | to assault | to make a mistake,drkameleon
犯,6,1635,noun,fàn,criminal | crime | recurrence (of mistake or sth bad),drkameleon
犯愁,7,38579,verb,fànchóu,to worry; to be anxious,kaikki
犯规,6,6000,verb,fànguī,to break a rule; to foul,kaikki
犯罪,6,1108,verb,fànzuì,to commit a crime | to sin,kaikki
犯罪,6,1108,adjective,fànzuì,"culprit (vessel, lesion, etc.)",kaikki
泛滥,7,13426,verb,fànlàn,to flood; to inundate; to overflow | to spread unchecked; to run rampant | to float and sink in the water,kaikki
泛滥,7,13426,adjective,fànlàn,widespread; extensive; wide-ranging,kaikki
饭,1,1529,noun,fàn,cooked rice | meal | (loanword) fan | devotee,drkameleon
饭店,1,3998,noun,fàndiàn,hotel (that usually has its own restaurant) | restaurant | restaurant; small restaurant,kaikki
饭馆,2,16449,noun,fànguǎn,restaurant,kaikki
饭碗,7,12261,noun,fànwǎn,bowl of rice; rice bowl | way of making a living; livelihood; job; career; bread and butter,kaikki
范畴,7,12483,noun,fànchóu,conceptual category; scope; domain | category,kaikki
范围,3,1325,noun,fànwéi,scope; extent; range; coverage,kaikki
