word,level,frequency_ranking,pos,pinyin,definitions,source
限,7,5564,verb,xiàn,to limit | to restrict,drkameleon
限,7,5564,noun,xiàn,(bound form) limit | bound,drkameleon
限定,7,16505,verb,xiàndìng,to limit; to restrict; to place restrictions on | to come up with a definition; to define | to qualify; to modify,kaikki
限度,7,11462,noun,xiàndù,limit; limitation,kaikki
限于,7,9451,verb,xiànyú,to be confined to; to be limited to,kaikki
限制,4,2479,verb,xiànzhì,to limit; to impose restrictions; to confine; to restrict,kaikki
限制,4,2479,noun,xiànzhì,limit; restriction,kaikki
宪法,7,5123,noun,xiànfǎ,constitution | legal code; statute,kaikki
宪法,7,5123,verb,xiànfǎ,to announce a decree | to follow the example of; to take as one's model; to pattern after; to imitate,kaikki
陷,7,6466,verb,xiàn,pitfall | trap | to get stuck | to sink | to cave in | to frame (false charge) | to capture (a city in battle) | to fall (to the enemy) | defect,drkameleon
陷害,6,12379,verb,xiànhài,to frame; to entrap; to set up; to bring up someone on false charges,kaikki
陷阱,7,6271,noun,xiànjǐng,trap (device designed to catch animals) | trick; snare; trap,kaikki
陷入,6,3109,verb,xiànrù,to sink into; to fall into; to land oneself in; to get bogged down in | to be lost in; to be immersed in; to be deep in,kaikki
羡慕,7,4551,verb,xiànmù,to envy; to be jealous of; to admire,kaikki
献,5,4768,verb,xiàn,to offer | to present | to dedicate | to donate | to show | to put on display | worthy person (old),drkameleon
献血,7,14055,verb,xiànxuè,to donate blood,kaikki
腺,7,13774,noun,xiàn,gland,drkameleon
仙鹤,7,42178,noun,xiānhè,crane that is raised and ridden by an immortal | red-crowned crane (Grus japonensis),kaikki
仙女,7,11436,noun,xiānnǚ,fairy; celestial maiden | nymphet (beautiful young girl),kaikki
乡,5,5793,noun,xiāng,country or countryside | native place | home village or town | township (PRC administrative unit),drkameleon
乡村,5,4094,noun,xiāngcūn,the countryside; the country; rural area | village; hamlet | country,kaikki
乡亲,7,21178,noun,xiāngqīn,fellow villager or townsman | local people; villagers; folks | Cantonese person,kaikki
乡下,7,9308,noun,xiāngxia,"the countryside; the country; rural area | hometown; native land | foreign places where Hong Kongers frequently travel to, especially Japan (see 返鄉下／返乡下)",kaikki
乡镇,6,21128,noun,xiāngzhèn,small town; village; township,kaikki
相比,3,2934,verb,xiāngbǐ,to compare; to liken,kaikki
相比之下,7,21165,verb,xiāng bǐ zhī xià,by comparison,drkameleon
相比之下,7,21165,adverb,xiāngbǐ zhīxià,by comparison; in contrast; by contrast,kaikki
相差,7,11680,verb,xiāngchà,to differ (from each other),kaikki
相处,4,3898,verb,xiāngchǔ,to get along (with one another); to get on; to relate,kaikki
相传,7,22657,verb,xiāngchuán,it is said that; tradition has it that; according to legend | to hand down or pass down from one to another,kaikki
相当,3,1139,adjective,xiāngdāng,suitable; appropriate,kaikki
相当,3,1139,verb,xiāngdāng,to match; to fit; to correspond to,kaikki
相当,3,1139,adverb,xiāngdāng,quite; rather; considerably,kaikki
相当于,7,14927,verb,xiāngdāngyú,to be equivalent to; to correspond to,kaikki
相等,5,20539,verb,xiāngděng,to be equal; to be equivalent,kaikki
相对,7,3673,adjective,xiāngduì,relative (as opposed to absolute),kaikki
相对,7,3673,verb,xiāngduì,to square off; to face off; to face each other | to resist; to oppose,kaikki
相对,7,3673,noun,xiāngduì,relativity,kaikki
相对,7,3673,adverb,xiāngduì,comparatively; relatively; fairly; quite,kaikki
相反,4,3525,verb,xiāng fǎn,opposite | contrary,drkameleon
相反,4,3525,adjective,xiāngfǎn,opposite; reverse,kaikki
相反,4,3525,adverb,xiāngfǎn,on the contrary; to the contrary; instead,kaikki
相辅相成,7,39443,verb,xiāng fǔ xiāng chéng,to complement one another (idiom),drkameleon
相辅相成,7,39443,idiom,xiāngfǔxiāngchéng,to be mutually supporting; to complement each other,kaikki
相关,3,1782,verb,xiāngguān,to be interrelated; to be related; to be connected; to be relevant | to be correlated; to be dependent,kaikki
相互,3,2492,noun,xiāng hù,each other,drkameleon
相互,3,2492,adjective,xiānghù,mutual; reciprocal,kaikki
相互,3,2492,adverb,xiānghù,mutually; each other; one another,kaikki
相机,2,3401,noun,xiàngjī,camera,kaikki
相机,2,3401,verb,xiàngjī,to watch for the opportunity to,kaikki
相继,7,13859,adverb,xiāngjì,continuously; one after another; bit by bit; in turn; successively; in succession,kaikki
相连,7,9446,verb,xiānglián,to be linked (together); to be joined; to be connected,kaikki
相片,4,9258,noun,xiàngpiàn,photo; photograph,kaikki
相声,5,16761,noun,xiàngsheng,xiangsheng (traditional Chinese comedic dialogue or monologue performed in rapid style); crosstalk,kaikki
相声,5,16761,verb,xiàngsheng,to argue; to dispute,kaikki
相似,3,4024,adjective,xiāngsì,similar; alike | similar,kaikki
相似,3,4024,verb,xiāngsì,to be similar; to be alike | to be similar,kaikki
相识,7,8658,verb,xiāngshí,to get to know each other; to be acquainted with each other,kaikki
相识,7,8658,noun,xiāngshí,acquaintance (person with whom one is acquainted),kaikki
相提并论,7,17200,verb,xiāng tí bìng lùn,to discuss two disparate things together (idiom); to mention on equal terms | to place on a par with | (often with negatives: impossible to mention X in the same breath as Y),drkameleon
相提并论,7,17200,idiom,xiāngtíbìnglùn,to discuss two very different things at the same time; to mention different things on equal terms,kaikki
相通,7,15457,verb,xiāngtōng,to communicate with each other; to be interlinked; to be connected,kaikki
相同,2,2110,adjective,xiāngtóng,identical; same,kaikki
相信,2,431,verb,xiāngxìn,to believe (in); to trust; to have faith (in) | to trust one another,kaikki
相依为命,7,24505,verb,xiāng yī wéi mìng,mutually dependent for life (idiom); to rely upon one another for survival | interdependent,drkameleon
相依为命,7,24505,idiom,xiāngyīwéimìng,to depend on each other for survival; to rely on one another for life,kaikki
相应,5,6310,verb,xiāngyìng,to correspond to | to respond | should,kaikki
相应,5,6310,adjective,xiāngyìng,corresponding; relevant; appropriate,kaikki
相遇,7,5707,verb,xiāngyù,to meet (by chance); to come across,kaikki
相约,7,16205,verb,xiāngyuē,"to agree (on meeting place, date, etc.); to reach an agreement; to make an appointment | to cancel",kaikki
香,3,1953,adjective,xiāng,fragrant | (of sleep) sound,drkameleon
香,3,1953,noun,xiāng,sweet smelling | aromatic | savory or appetizing | perfume or spice | joss or incense stick,drkameleon
香,3,1953,verb,xiāng,(to eat) with relish,drkameleon
香肠,5,11857,noun,xiāngcháng,sausage,kaikki
香蕉,3,5473,noun,xiāngjiāo,banana (fruit),kaikki
香料,7,14321,noun,xiāngliào,spice | perfume | flavouring,kaikki
香水,7,5737,noun,xiāngshuǐ,perfume,kaikki
香味,7,8749,noun,xiāngwèi,fragrance; aroma; perfume; bouquet (pleasant smell); incense,kaikki
香烟,7,6871,noun,xiāngyān,cigarette | incense smoke (burned as a sacrifice to worship one's ancestors) | continuation of family line; posterity,kaikki
香油,7,30870,noun,xiāngyóu,sesame oil | perfumed oil; pomade | peanut oil,kaikki
箱,4,2345,noun,xiāng,box | trunk | chest,drkameleon
箱子,4,5854,noun,xiāngzi,box; case; crate; chest,kaikki
镶,7,13195,verb,xiāng,to inlay | to embed | ridge | border,drkameleon
镶嵌,7,19000,verb,xiāngqiàn,"to inlay, to set, to mount, to fill in, to beset",kaikki
详尽,7,18410,adjective,xiángjìn,detailed and complete; exhaustive; thorough,kaikki
详细,5,2875,adjective,xiángxì,detailed; minute,kaikki
详细,5,2875,adverb,xiángxì,in detail,kaikki
祥和,7,18109,adjective,xiánghé,kindly; nice; amiable; affable | auspicious; lucky; fortunate; propitious,kaikki
享,7,7536,other,xiǎng,to enjoy | to benefit | to have the use of,drkameleon
享受,5,1102,verb,xiǎngshòu,to enjoy; to relish; to delight in,kaikki
享受,5,1102,noun,xiǎngshòu,enjoyment; comfort; pleasure; treat,kaikki
享受,5,1102,adjective,xiǎngshòu,comfortable; pleasant,kaikki
享有,7,7670,verb,xiǎngyǒu,"to enjoy (rights, privileges, prestige, etc.)",kaikki
响,2,2237,noun,xiǎng,echo | sound | noise,drkameleon
响,2,2237,verb,xiǎng,to make a sound | to sound | to ring | classifier for noises,drkameleon
响,2,2237,adjective,xiǎng,loud,drkameleon
响亮,7,15207,adjective,xiǎngliàng,loud and clear; sonorous,kaikki
响声,6,16743,noun,xiǎngshēng,sound; noise; din,kaikki
响应,7,10032,verb,xiǎngyìng,to respond; to answer,kaikki
想,1,44,verb,xiǎng,to think (about) | to think of; to devise | to think (that); to believe (that) | to desire; to want (to) | to miss (feel wistful about the absence of),drkameleon
想不到,6,5435,verb,xiǎng bu dào,unexpected | hard to imagine | it had not occurred to me | who could have thought that,drkameleon
想不到,6,5435,adverb,xiǎngbùdào,unexpectedly,kaikki
想到,2,733,verb,xiǎngdào,to think of; to call to mind; to anticipate; to occur (to somebody); to suspect,kaikki
想法,2,1433,noun,xiǎngfǎ,idea; thought; intention | opinion; view,kaikki
想法,2,1433,verb,xiǎngfǎ,to think of a way (to do something),kaikki
想方设法,7,12483,idiom,xiǎngfāngshèfǎ,to do everything possible; to try anything one can think of,kaikki
想念,4,3090,verb,xiǎngniàn,to miss; to think of; to yearn for; to reminisce,kaikki
想起,2,1611,verb,xiǎngqǐ,to remember; to recall; to think of,kaikki
想象,4,1608,verb,xiǎngxiàng,to imagine; to picture; to envision,kaikki
向,2,165,verb,xiàng,towards | to face | to turn towards | to support | to side with | to tend toward | to guide | to face | to turn toward | to | towards,drkameleon
向,2,165,noun,xiàng,direction | oriented to ... | direction | orientation,drkameleon
向,2,165,adverb,xiàng,shortly before | formerly | always | all along | (suffix) suitable for ... | shortly before | formerly,drkameleon
向导,5,15744,noun,xiàngdǎo,guide; escort | wizard,kaikki
向导,5,15744,verb,xiàngdǎo,to show somebody the way; to lead somebody somewhere; to act as a guide,kaikki
向来,7,12301,adverb,xiànglái,always; all along; never (before a negation) | before; earlier,kaikki
向前,5,4314,verb,xiàngqián,to face forwards; to lean forwards; to move forwards; to go forwards; to advance,kaikki
向前,5,4314,adverb,xiàngqián,forward; ahead,kaikki
向上,5,6564,verb,xiàngshàng,to go forward; to advance | to try to improve oneself; to make progress,kaikki
向上,5,6564,adverb,xiàngshàng,upward; up,kaikki
向往,7,8559,verb,xiàngwǎng,to yearn for; to look forward to; to long for; to cherish,kaikki
向着,7,13962,preposition,xiàng zhe,towards | facing (sb or sth) | (coll.) to side with | to favor,drkameleon
向着,7,13962,verb,xiàngzhe,to turn toward; to face | to be partial to; to side with,kaikki
巷,6,9123,other,xiàng,lane | alley,drkameleon
项,4,837,classifier,xiàng,"back of neck | item | thing | term (in a mathematical formula) | sum (of money) | classifier for principles, items, clauses, tasks, research projects etc",drkameleon
项链,7,6716,noun,xiàngliàn,necklace (article of jewelry),kaikki
项目,4,908,noun,xiàngmù,item; article; clause | project | event,kaikki
象棋,5,15393,noun,xiàngqí,xiangqi; Chinese chess | xiangqi piece; Chinese chess piece | chess games developed from chaturanga,kaikki
象征,5,5049,noun,xiàngzhēng,symbol; icon,kaikki
象征,5,5049,verb,xiàngzhēng,to symbolize; to signify,kaikki
像,2,151,verb,xiàng,to resemble | to be like | to look as if,drkameleon
像,2,151,noun,xiàng,such as | appearance | image | portrait | image under a mapping (math.),drkameleon
像样,7,14848,adjective,xiàngyàng,presentable; decent; up to par,kaikki
橡胶,7,7485,noun,xiàngjiāo,rubber (material),kaikki
橡皮,7,17575,noun,xiàngpí,rubber (material derived from the sap of the rubber tree) | eraser (tool used to erase marks left by a pencil); rubber,kaikki
消,7,5407,verb,xiāo,to diminish; to subside | to consume; to reduce | to idle away (the time) | (after 不 or 只 or 何 etc) to need; to require; to take,drkameleon
消沉,7,18836,adjective,xiāochén,depressed; downcast; dejected,kaikki
消除,5,3789,verb,xiāochú,to remove; to clear; to eliminate; to dispel,kaikki
消毒,5,7069,verb,xiāodú,to disinfect; to sterilise,kaikki
消防,5,3685,adjective,xiāo fáng,firefighting | fire control,drkameleon
消防,5,3685,verb,xiāofáng,to prevent and fight fire,kaikki
消费,3,4382,verb,xiāofèi,to consume (goods and services) | to spend money (especially at a place of business); to make purchases; to shop,kaikki
消费,3,4382,noun,xiāofèi,consumption (of goods and services); spending | cost of living; living expenses,kaikki
消费者,5,7354,noun,xiāofèizhě,consumer | customer; client,kaikki
消耗,6,6744,verb,xiāohào,to consume; to deplete; to drain; to exhaust; to expend; to use up; to burn (calories); to wear out,kaikki
消耗,6,6744,noun,xiāohào,news; message (information conveyed),kaikki
消化,4,5399,verb,xiāohuà,to digest (food) | to think over; to process; to digest | to melt; to dissolve,kaikki
消极,5,7959,adjective,xiāojí,negative; bad | passive; depressed; downcast; dejected,kaikki
消灭,6,4105,verb,xiāomiè,to wipe out; to eliminate; to exterminate; to annihilate; to cause (something) to perish | to die out; to become extinct; to perish,kaikki
消遣,7,15871,verb,xiāoqiǎn,to kill time; to amuse oneself | to make fun of; to play tricks on; to tease | to take a rest,kaikki
消遣,7,15871,noun,xiāoqiǎn,pastime; recreation,kaikki
消失,3,1528,verb,xiāoshī,to disappear; to vanish,kaikki
消息,3,448,noun,xiāoxi,message; news; information | sign; clue | hidden mechanical device that moves other parts of the contraption when touched | earpick,kaikki
消息,3,448,verb,xiāoxi,to increase and decrease; to ebb and flow; to rise and fall | to subjoin | to change | to rest; to recuperate | to calm down | to deliberate,kaikki
萧条,7,16548,adjective,xiāotiáo,bleak; desolate | in a slump; slack,kaikki
萧条,7,16548,noun,xiāotiáo,recession; depression; slump,kaikki
销,7,11332,verb,xiāo,to melt (metal) | to cancel; to annul | to sell | to expend; to spend | pin; bolt | to fasten with a pin or bolt,drkameleon
销毁,7,9028,verb,xiāohuǐ,"to destroy (criminal evidence, etc.), usually by burning",kaikki
销量,7,6489,noun,xiāoliàng,amount sold; sales volume,kaikki
销售,4,1999,verb,xiāoshòu,to sell; to work in sales,kaikki
潇洒,7,10096,adjective,xiāosǎ,natural and unconstrained; aloof and charming,kaikki
小,1,100,adjective,xiǎo,small | tiny | few | young,drkameleon
小吃,4,10263,noun,xiǎochī,"simple dish | delicacy | snack food (something eaten outside of normal meals, may be substantial or filling) | cold dish",kaikki
小丑,7,10969,noun,xiǎochǒu,clown,kaikki
小贩,7,16732,noun,xiǎofàn,peddler; vendor; hawker,kaikki
小费,6,17358,noun,xiǎofèi,tip; gratuity | bribe,kaikki
小伙子,4,4267,noun,xiǎohuǒzi,lad; young fellow,kaikki
小姐,1,1575,noun,xiǎojiě,Miss (a term of address for a young or unmarried woman) | young lady | young lady of gentry family | prostitute,kaikki
小看,7,13789,verb,xiǎokàn,to look down on; to underestimate,kaikki
小康,7,27618,noun,xiǎokāng,Confucian near-ideal state of society; period of peace and prosperity | comparatively good living standards; moderate affluence,kaikki
小路,7,12622,noun,xiǎolù,narrow path; small pathway; lane,kaikki
小麦,6,8774,noun,xiǎomài,wheat,kaikki
小朋友,1,4536,noun,xiǎopéngyou,child; kid | 1000 NTD note,kaikki
小品,7,8510,noun,xiǎopǐn,sketch comedy; skit; short play | short and simple literary creation; essay | small items,kaikki
小气,7,13236,adjective,xiǎoqì,stingy; miserly | narrow-minded; petty,kaikki
小区,7,6982,noun,xiǎoqū,residential estate; neighbourhood; apartment complex (group of buildings usually developed and maintained by the same estate company),kaikki
小曲,7,34172,noun,xiǎoqǔ,ditty; popular tune,kaikki
小人,7,7656,noun,xiǎorén,"scoundrel or villain | person of low position; commoner; nobody | small-minded person or person of low moral qualities | child; kid | miniature depiction of a person | Used other than figuratively or idiomatically: see 小 (xiǎo), 人 (rén).",kaikki
小声,2,7958,noun,xiǎoshēng,low voice; whisper,kaikki
小声,2,7958,adjective,xiǎoshēng,quiet,kaikki
小声,2,7958,adverb,xiǎoshēng,quietly; in a quiet voice,kaikki
小时,1,389,noun,xiǎoshí,hour | childhood,kaikki
小时,1,389,classifier,xiǎoshí,hour,kaikki
小时候,2,3067,noun,xiǎo shí hou,in one's childhood,drkameleon
小时候,2,3067,adverb,xiǎoshíhou,during one's childhood,kaikki
小说,2,2624,noun,xiǎoshuō,"fiction (including novels, novellas, short stories and flash fiction) | petty words | (1st to 18th centuries AD) miscellaneous book (various narrative and didactic texts: the telling of miscellaneous facts, the writing down of strange rumors, and the compilation of gossip) | little joy",kaikki
小提琴,7,12077,noun,xiǎotíqín,violin,kaikki
小偷,5,5113,noun,xiǎotōu,thief; petty thief,kaikki
小偷儿,5,147151,noun,xiǎotōur5,Thief,drkameleon
小溪,7,16437,noun,xiǎoxī,small watercourse: stream; creek; brook; streamlet,kaikki
小心,2,1411,verb,xiǎoxīn,to be careful of something; to mind; to beware of | to take care; to be careful | to worry; to have misgivings | to be small-minded,kaikki
小心,2,1411,adjective,xiǎoxīn,careful,kaikki
小心,2,1411,interjection,xiǎoxīn,Be careful!; caution,kaikki
小心翼翼,7,11125,idiom,xiǎoxīnyìyì,cautious; prudent; wary; with great care; cautiously,kaikki
小型,4,5057,adjective,xiǎoxíng,small-scale; small; minor,kaikki
小学,1,3819,noun,xiǎoxué,"primary school; elementary school | traditional Chinese philology, phonology and semantics",kaikki
小学生,1,12165,noun,xiǎoxuéshēng,primary school student | ignoramus (as a term of self-deprecation) | young student | young child; schoolchild | ignoramus (as a term of self-deprecation),kaikki
小于,6,15276,verb,xiǎoyú,to be smaller than; to be less than,kaikki
小卒,7,50862,noun,xiǎozú,low ranking soldier; foot soldier; private | ordinary person | pawn (on the black side),kaikki
小组,2,1652,noun,xiǎozǔ,small group; team,kaikki
晓得,6,5338,verb,xiǎode,to know | to understand,kaikki
孝敬,7,23538,verb,xiàojìng,to show filial respect | to give presents to one's elders or superiors | to offer sacrifices (to gods and spirits) | to give someone something,kaikki
孝顺,7,17571,noun,xiàoshùn,filial piety; filial duty,kaikki
孝顺,7,17571,adjective,xiào shùn,dutiful | devoted to one's parents (and grandparents etc),drkameleon
孝顺,7,17571,verb,xiàoshùn,to show filial piety; to be obedient to one's parents or other senior relatives | to offer a present to a superior,kaikki
肖像,7,16725,noun,xiàoxiàng,portrait; image,kaikki
效仿,7,21781,verb,xiàofǎng,"to imitate; to copy; to follow (of methods, practices, styles, etc.) | to follow the example of; to take as one's model; to pattern after",kaikki
效果,3,1352,noun,xiàoguǒ,effect; result; outcome | sound and lighting effects,kaikki
效力,7,6954,noun,xiàolì,effect; effectiveness; efficacy,kaikki
效力,7,6954,verb,xiàolì,to serve; to render a service,kaikki
效率,4,5188,noun,xiàolǜ,efficiency; productiveness,kaikki
效益,7,16352,noun,xiàoyì,benefit; profit; return | productivity | effectiveness,kaikki
效应,7,5050,noun,xiàoyìng,effect | effect,kaikki
校园,2,4303,noun,xiàoyuán,campus; schoolyard; school,kaikki
校长,2,3365,noun,xiàozhǎng,principal (of a school); headteacher | president (of a school or university) | leader of a soldier division,kaikki
笑,1,382,verb,xiào,to laugh; to smile | to laugh at,drkameleon
笑话,2,4078,noun,xiàohuà,joke (in spoken form) | joke; sham,kaikki
笑话,2,4078,verb,xiàohuà,to mock; to ridicule; to laugh at,kaikki
笑话儿,2,1000000,noun,xiàohuar5,Joke,drkameleon
笑脸,6,9303,noun,xiàoliǎn,smiling face,kaikki
笑容,6,3774,noun,xiàoróng,smile,kaikki
笑声,6,7252,noun,xiàoshēng,laughter (sound of laughing),kaikki
些,4,611,classifier,xiē,"classifier indicating a small amount or small number greater than 1: some, a few, several",drkameleon
歇,5,6962,verb,xiē,to rest | to take a break | to stop | to halt | (dialect) to sleep | a moment | a short while,drkameleon
协调,6,4200,verb,xiétiáo,to harmonize; to coordinate; to make suitable,kaikki
协调,6,4200,adjective,xiétiáo,coordinated; concerted; harmonious; in tune,kaikki
协调,6,4200,noun,xié tiáo,concerted,drkameleon
协定,7,7490,noun,xiédìng,agreement; treaty; accord; truce | protocol,kaikki
协定,7,7490,verb,xiédìng,to negotiate an agreement,kaikki
协会,6,2517,noun,xiéhuì,association; society; organization (especially non-profit),kaikki
协商,6,7011,verb,xiéshāng,to negotiate; to consult; to talk things over; to discuss,kaikki
协商,6,7011,noun,xiéshāng,negotiation; consultation; discussion,kaikki
协同,7,12214,verb,xiétóng,to work together; to work in coordination with; to cooperate; to collaborate,kaikki
协同,7,12214,adjective,xiétóng,coordinated; collaborative; synergetic,kaikki
协议,5,1554,noun,xiéyì,agreement; accord; bargain; settlement | protocol,kaikki
协议,5,1554,verb,xiéyì,to agree on; to negotiate,kaikki
协议书,5,16037,noun,xiéyìshū,document of agreement; contract,kaikki
协助,6,3724,verb,xiézhù,to assist; to help; to give assistance; to provide help,kaikki
协作,7,9517,verb,xiézuò,to cooperate; to collaborate; to coordinate; to work together,kaikki
邪,7,5941,noun,xié,demonic | iniquitous | nefarious | evil | unhealthy influences that cause disease (Chinese medicine),drkameleon
邪,7,5941,adjective,xié,(coll.) strange | abnormal,drkameleon
邪恶,7,4300,adjective,xié'è,evil; wicked; vicious | bad for health but attractive,kaikki
邪恶,7,4300,noun,xié'è,wickedness; evil; viciousness,kaikki
挟持,7,19182,verb,xiéchí,to seize (somebody) on both sides by the arms | to hold (somebody) under duress; to seize; to hijack; to take hostage; to abduct,kaikki
斜,5,7766,noun,xié,inclined | slanting | oblique | tilting,drkameleon
携带,7,4738,verb,xiédài,to carry (on one's person) | to guide and support; to foster (the younger generation) | to be infected with (a disease and be relatively asymptomatic); to carry (a genetic trait),kaikki
携手,7,9426,verb,xiéshǒu,to join hands; to go forward hand in hand; to cooperate; to make joint efforts,kaikki
鞋,2,1249,noun,xié,shoe,drkameleon
写,1,352,verb,xiě,to write,drkameleon
写照,7,18487,noun,xiězhào,portrayal; portraiture | portrayal; realistic representation,kaikki
写照,7,18487,verb,xiězhào,to portray a person or character,kaikki
写字楼,6,23538,noun,xiězìlóu,multi-storey office building | office,kaikki
写字台,6,39106,noun,xiězìtái,writing desk,kaikki
写作,3,5219,verb,xiězuò,to write; to compose,kaikki
泄,7,10624,other,xiè,(bound form) to leak out; to discharge; (fig.) to divulge,drkameleon
泄漏,7,8141,verb,xièlòu,to spill; to leak | to divulge; to leak; to let out,kaikki
泄露,7,7731,verb,xièlù,to divulge; to disclose | to divulge; to disclose,kaikki
泄密,7,18653,verb,xièmì,to leak secrets,kaikki
泄气,7,22620,verb,xièqì,to lose heart; to be disheartened; to feel discouraged | to leak gas,kaikki
泄气,7,22620,adjective,xièqì,disappointing; frustrating; pathetic,kaikki
泻,7,15896,verb,xiè,to flow out swiftly | to flood | a torrent | diarrhea | laxative,drkameleon
卸,7,8077,verb,xiè,to unload | to unhitch | to remove or strip | to get rid of,drkameleon
屑,6,10193,adjective,xiè,bits | fragments | trifling | trivial,drkameleon
屑,6,10193,noun,xiè,crumbs | filings,drkameleon
屑,6,10193,verb,xiè,to condescend to,drkameleon
谢绝,6,24810,verb,xièjué,to refuse politely; to decline,kaikki
谢谢,1,520,verb,xièxie,to thank,kaikki
谢谢,1,520,interjection,xièxie,thanks; thank you,kaikki
心,3,291,noun,xīn,heart | mind | intention | center | core,drkameleon
心爱,7,7587,adjective,xīn'ài,beloved; treasured; cherished; dear,kaikki
心爱,7,7587,verb,xīn'ài,to love; to cherish; to hold dear,kaikki
心安理得,7,25820,verb,xīn ān lǐ dé,to have a clear conscience | to have no qualms about sth,drkameleon
心安理得,7,25820,idiom,xīn'ānlǐdé,to feel at ease and justified; to have an easy conscience,kaikki
心病,7,27340,noun,xīnbìng,worry; anxiety | sore point; secret trouble,kaikki
心肠,7,17817,noun,xīncháng,character (mental and ethical traits) | heart; intention | state of mind; mood,kaikki
心得,7,14908,noun,xīndé,"what one has learnt from study, work or experience; knowledge gained",kaikki
心慌,7,27384,adjective,xīnhuāng,panicked; alarmed; flustered; nervous,kaikki
心慌,7,27384,verb,xīnhuāng,to palpitate; to skip a beat (of one's heart); to suffer from an irregular heartbeat,kaikki
心急如焚,7,32937,verb,xīn jí rú fén,to burn with impatience | torn with anxiety,drkameleon
心急如焚,7,32937,idiom,xīnjírúfén,very anxious; very nervous; very impatient,kaikki
心里,2,1214,noun,xīnlǐ,in one's heart; in one's mind; in one's conscience | in one's chest,kaikki
心里话,7,16506,noun,xīnlihuà,what is on one's mind; one's innermost thoughts,kaikki
心理,4,1160,noun,xīnlǐ,psychology | mentality,kaikki
心灵,6,3168,noun,xīnlíng,psyche; mind; spirit,kaikki
心目,7,7322,noun,xīnmù,mind; view; mindset,kaikki
心情,2,1302,noun,xīnqíng,mood; frame of mind; temper,kaikki
心声,7,8599,noun,xīnshēng,heartfelt wish; aspiration; thinking | expression of one's thoughts,kaikki
心事,7,9447,noun,xīnshì,something on one's mind; worry; vexation,kaikki
心思,7,5582,noun,xīnsī,thoughts; ideas | thinking | feeling; mood; emotions; state of mind | intentions; plans,kaikki
心酸,7,20160,adjective,xīnsuān,sad,kaikki
心酸,7,20160,verb,xīnsuān,to feel sad,kaikki
心态,5,6962,noun,xīntài,state of mind; attitude; perception; mentality; mindset,kaikki
心疼,5,14175,verb,xīnténg,to love dearly | to hate to part with; to be unwilling to let go of; to begrudge | to take pity on; to have pity for,kaikki
心想事成,7,17746,verb,xīn xiǎng shì chéng,to have one's wishes come true | wish you the best!,drkameleon
心想事成,7,17746,idiom,xīnxiǎngshìchéng,"may your dreams come true, wish you the best!; to have one's wishes come true",kaikki
心胸,7,14296,noun,xīnxiōng,mindset; capacity for tolerance | will; ambition,kaikki
心血,7,10451,noun,xīnxuè,painstaking care; painstaking effort; all of one's energy,kaikki
心眼儿,7,55439,noun,xīn yǎn r,one's thoughts | mind | intention | baseless suspicions,drkameleon
心眼儿,7,55439,adjective,xīn yǎn r,willingness to accept new ideas,drkameleon
心意,7,7619,noun,xīnyì,one's feelings | intention; purpose; intent; inclination; disposition | friendly regard; affection,kaikki
心愿,6,7950,noun,xīnyuàn,aspiration; cherished desire; dream; wish,kaikki
心脏,6,2663,noun,xīnzàng,heart | heart (the central part of something or some place),kaikki
心脏病,6,5722,noun,xīnzàngbìng,heart disease; cardiopathy | coronary heart disease; ischaemic heart disease; acute coronary syndrome | slapjack,kaikki
心中,2,1983,noun,xīnzhōng,in one's mind; in one's heart,kaikki
芯片,7,4335,noun,xīnpiàn,chip; microchip,kaikki
辛苦,5,2449,adjective,xīnkǔ,laborious; hard; miserable; exhausting,kaikki
辛苦,5,2449,verb,xīnkǔ,to work hard; to toil; to go through hardship | to trouble; to bother (often used to thank someone for assistance; can be used for general assistance over time or a specific act),kaikki
辛苦,5,2449,noun,xīn kǔ,hardship(s),drkameleon
辛勤,7,11878,adjective,xīnqín,hardworking; industrious; painstaking,kaikki
辛酸,7,26445,adjective,xīnsuān,bitter,kaikki
辛酸,7,26445,noun,xīnsuān,hardship; pain and suffering; cruelty | caprylic acid,kaikki
欣赏,5,2305,verb,xīnshǎng,"to appreciate (art, scenery, etc.); to admire | to like; to be fond of; to be keen on",kaikki
欣慰,7,8454,adjective,xīnwèi,happy and content; gratified,kaikki
欣喜,7,13520,adjective,xīnxǐ,glad; joyful; happy,kaikki
欣欣向荣,7,32921,verb,xīn xīn xiàng róng,(idiom) flourishing | thriving,drkameleon
欣欣向荣,7,32921,idiom,xīnxīnxiàngróng,thriving; flourishing; prosperous,kaikki
新,1,150,adjective,xīn,new | newly,drkameleon
新,1,150,noun,xīn,meso- (chemistry),drkameleon
新潮,7,17692,noun,xīncháo,new trend; fashion,kaikki
新潮,7,17692,adjective,xīncháo,fashionable,kaikki
新陈代谢,7,16136,verb,xīn chén dài xiè,metabolism (biology) | the new replaces the old (idiom),drkameleon
新陈代谢,7,16136,noun,xīnchén dàixiè,metabolism | replacement of the old with the new,kaikki
新房,7,15052,noun,xīnfáng,new house (newly built or newly bought) | bridal chamber | bride,kaikki
新款,7,14970,noun,xīnkuǎn,new style; new model; latest fashion,kaikki
新郎,4,8652,noun,xīnláng,bridegroom (man about to be married),kaikki
新年,1,3160,noun,xīnnián,New Year (in the Gregorian calendar or Chinese calendar) | next year,kaikki
