word,level,frequency_ranking,pos,pinyin,definitions
邮政,7,12169,noun,yóu zhèng,postal service | postal
油,2,1290,noun,yóu,oil | fat | grease | petroleum | glib
油画,7,10696,noun,yóu huà,oil painting
油腻,6,18917,noun,yóu nì,greasy food; oily food | (neologism c. 2017) (of a middle-aged man) obnoxious; pretentious; vulgar
油漆,6,10378,noun,yóu qī,oil paints | lacquer
油炸,5,15944,verb,yóu zhá,to deep fry
游,3,2164,verb,yóu,to swim | to walk | to tour | to roam | to travel
游船,7,21760,noun,yóu chuán,pleasure boat | cruise ship
游客,2,4572,noun,yóu kè,traveler | tourist | (online gaming) guest player
游览,7,12549,verb,yóu lǎn,to go sightseeing | to tour | to visit
游人,6,26098,noun,yóu rén,a tourist
游玩,6,16867,verb,yóu wán,to amuse oneself | to have fun | to go sightseeing | to take a stroll
游戏,3,603,noun,yóu xì,game
游戏机,6,13177,noun,yóu xì jī,video game machine | video game console
游行,6,5773,verb,yóu xíng,to march; to parade; to demonstrate | to travel around; to roam
游泳,3,3695,noun,yóu yǒng,swimming
游泳池,5,10359,noun,yóu yǒng chí,swimming pool
有,1,9,verb,yǒu,to have; there is
有朝一日,7,20719,noun,yǒu zhāo yī rì,one day | sometime in the future
有待,7,9654,adverb,yǒu dài,not yet (done) | pending
有的,1,1300,idiom,yǒu de,(there are) some (who are...)
有的放矢,7,56118,idiom,yǒu dì fàng shǐ,lit. to have a target in mind when shooting one's arrows (idiom) | fig. to have a clear objective
有的是,3,14445,verb,yǒu de shì,have plenty of
有点儿,2,11175,adverb,yǒu diǎn r,slightly | somewhat
有毒,5,7616,noun,yǒu dú,poisonous
有关,6,508,verb,yǒu guān,to have sth to do with | to relate to | to concern
有害,5,7768,adjective,yǒu hài,destructive
有机,7,6879,noun,yǒu jī,organic
有劲儿,4,1000000,noun,yǒujìnr5,Strength
有空儿,2,1000000,noun,yǒukòngr5,available
有口无心,7,70262,idiom,yǒu kǒu wú xīn,to speak harshly but without any bad intent (idiom)
有力,5,4350,adjective,yǒu lì,powerful | vigorous
有利,3,4172,adjective,yǒu lì,advantageous; favorable
有利于,5,7879,verb,yǒu lì yú,to be advantageous to; to be beneficial for
有两下子,7,70813,verb,yǒu liǎng xià zi,to have real skill | to know one's stuff
有没有,6,1000000,idiom,yǒu méi yǒu,"(before a noun) Do (you, they etc) have ...? | Is there a ...? | Have (you, they etc) (verb, past participle)?"
有名,1,6219,noun,yǒu míng,famous
有趣,4,2524,adjective,yǒu qù,interesting | fascinating | amusing
有人,2,463,noun,yǒu rén,someone | people | anyone | occupied (as in restroom)
有声有色,7,42205,idiom,yǒu shēng yǒu sè,having sound and color (idiom); vivid
有时,1,1568,adverb,yǒu shí,sometimes | now and then
有时候,1,1725,adverb,yǒu shí hou,sometimes
有事,6,6982,verb,yǒu shì,to be occupied with sth | to have sth on one's mind
有所,7,1676,adverb,yǒu suǒ,somewhat
有所不同,7,12326,verb,yǒu suǒ bù tóng,to differ to some extent (idiom)
有条不紊,6,21130,adjective,yǒu tiáo bù wěn,regular and thorough (idiom); methodically arranged
有望,7,11461,adjective,yǒu wàng,hopeful | promising
有限,4,4159,adjective,yǒu xiàn,limited | finite
有效,3,1379,adjective,yǒu xiào,effective | valid
有效期,7,20380,noun,yǒu xiào qī,period of validity | sell-by date
有些,1,394,noun,yǒu xiē,some
有幸,7,9817,adverb,yǒu xìng,fortunately
有序,7,20495,adjective,yǒu xù,regular | orderly | successive
有一点儿,2,1000000,noun,yǒu yī diǎn r,a bit | a little
有一些,1,1000000,adverb,yǒu yī xiē,somewhat | rather
有益,7,7633,noun,yǒu yì,useful
有意,7,4661,verb,yǒu yì,to intend
有意思,2,2983,adjective,yǒu yì si,interesting | meaningful | enjoyable
有用,1,4834,noun,yǒu yòng,useful
有着,5,2225,verb,yǒu zhe,to have | to possess
有助于,7,6239,verb,yǒu zhù yú,to contribute to | to promote
又,2,91,adverb,yòu,(once) again | and yet
右,1,1481,noun,yòu,(bound form) right; right-hand side | (bound form) (politics) right of center | (bound form) (old) west | (literary) the right side as the side of precedence
右边,1,2906,noun,yòu bian,"right side | right, to the right"
幼儿园,4,5893,noun,yòu ér yuán,kindergarten | nursery school
幼稚,7,6903,noun,yòu zhì,young | puerile
诱饵,7,16190,noun,yòu ěr,bait
诱发,7,15926,verb,yòu fā,to induce | to cause | to elicit | to trigger
诱惑,7,3997,verb,yòu huò,to entice | to lure | to induce | to attract
诱人,7,7738,adjective,yòu rén,attractive; alluring; captivating
友好,2,3210,adjective,yǒu hǎo,friendly; amicable
友情,7,6544,noun,yǒu qíng,friendly feelings | friendship
友人,7,18153,noun,yǒu rén,friend
友善,7,11688,adjective,yǒu shàn,friendly
友谊,5,3801,noun,yǒu yì,companionship | fellowship | friendship
于,6,246,verb,yú,to go | to take
于是,4,1151,adverb,yú shì,thereupon; as a result; consequently; thus; hence
余,7,8291,pronoun,yú,(literary) I; me | I | me
余地,7,8721,noun,yú dì,margin | leeway
余额,7,13488,noun,yú é,"balance (of an account, bill etc) | surplus | remainder"
鱼,2,1189,noun,yú,fish
娱乐,6,2283,verb,yú lè,to entertain | to amuse
渔船,7,13146,noun,yú chuán,fishing boat
渔民,7,16659,noun,yú mín,fisherman | fisher folk
愉快,6,2823,adjective,yú kuài,cheerful | delightful | pleasant | pleasantly | pleasing | happy | delighted
逾期,7,23749,verb,yú qī,to be overdue | to fail to meet a deadline | to be behind in doing sth
愚蠢,7,5764,adjective,yú chǔn,silly | stupid
愚公移山,7,50260,idiom,yú gōng yí shān,"the old man moves mountains (idiom); fig. where there's a will, there's a way"
愚昧,6,18748,adjective,yú mèi,ignorant; uneducated | ignorance
舆论,7,9147,noun,yú lùn,public opinion
与,6,147,noun,yù | yǔ | yú,and
与此同时,7,4800,adverb,yǔ cǐ tóng shí,at the same time; meanwhile
与否,7,7060,noun,yǔ fǒu,whether or not (at the end of a phrase)
与其,7,14771,idiom,yǔ qí,"rather than... | 与其 A 如 B (rather than A, better to B)"
与日俱增,7,27300,idiom,yǔ rì jù zēng,to increase steadily
与时俱进,7,1000000,noun,yǔ shí jù jìn,abreast of modern developments
与众不同,7,6561,verb,yǔ zhòng bù tóng,to stand out from the masses (idiom)
予以,7,8707,verb,yǔ yǐ,to give | to impose | to apply
宇航员,6,9650,noun,yǔ háng yuán,astronaut
宇宙,7,3871,noun,yǔ zhòu,universe | cosmos
羽毛球,5,16966,noun,yǔ máo qiú,shuttlecock | badminton
羽绒服,5,37036,noun,yǔ róng fú,down-filled garment
雨,1,1929,noun,yù | yǔ,rain | (literary) to rain
雨水,5,11013,noun,yǔ shuǐ,rainwater; rainfall; rain
雨衣,6,23626,noun,yǔ yī,raincoat
语法,4,13430,noun,yǔ fǎ,grammar
语气,7,5826,noun,yǔ qì,tone | manner of speaking | mood
语言,2,1948,noun,yǔ yán,language
语音,4,6221,noun,yǔ yīn,speech sounds | pronunciation | colloquial (rather than literary) pronunciation of a Chinese character | phonetic | audio | voice | (Internet) to voice chat | voice message
玉,4,5296,noun,yù,jade
玉米,4,3314,noun,yù mǐ,corn | maize
浴室,7,6898,noun,yù shì,bathroom (room used for bathing)
预报,3,8603,noun,yù bào,forecast
预备,5,7752,verb,yù bèi,to prepare | to make ready
预测,4,3092,verb,yù cè,to forecast | to predict
预订,4,6551,verb,yù dìng,to place an order | to book ahead
预定,7,6077,verb,yù dìng,to schedule in advance
预防,3,5185,verb,yù fáng,to prevent | to take precautions against | to protect | to guard against
预感,7,8942,verb,yù gǎn,to have a premonition
预告,7,9153,verb,yù gào,to forecast | to predict
预计,3,3808,verb,yù jì,to forecast | to predict | to estimate
预见,7,8600,verb,yù jiàn,to foresee | to predict | to forecast | to envision
预料,7,6408,verb,yù liào,to forecast | to anticipate
预期,5,4393,verb,yù qī,to expect | to anticipate
预赛,7,19145,noun,yù sài,preliminary competition
预示,7,12060,verb,yù shì,to indicate | to foretell | to forebode | to betoken
预售,7,29955,verb,yù shòu,to sell in advance
预算,7,3840,noun,yù suàn,budget
预习,3,36044,verb,yù xí,to prepare a lesson
预先,7,10460,adverb,yù xiān,beforehand | in advance
预言,7,7075,verb,yù yán,to predict
预约,6,6574,noun,yù yuē,booking | reservation
预兆,7,20165,noun,yù zhào,omen | sign (of sth yet to occur) | prior indication
欲望,7,4261,noun,yù wàng,desire; longing; appetite; craving
寓言,7,26341,noun,yù yán,fable
寓意,7,18653,noun,yù yì,moral (of a story) | implication | message | import | metaphorical meaning
遇,4,2834,verb,yù,to meet | to encounter | to treat | to receive
遇到,4,1063,verb,yù dào,to meet; to run into; to come across
遇见,4,3411,verb,yù jiàn,to meet
遇难,7,9459,verb,yù nàn,to perish | to be killed
遇上,7,18309,verb,yù shàng,to come across (sb) | to run into
遇险,7,24828,verb,yù xiǎn,to get into difficulties | to meet with danger
愈,6,6850,noun,yù,the more...(the more...) | better
愈合,7,8852,adjective,yù hé,(of a wound) to heal
愈来愈,7,17719,adverb,yù lái yù,more and more
愈演愈烈,7,19539,adjective,yù yǎn yù liè,ever more critical | problems get more and more intense
冤,7,17435,adjective,yuān,injustice | wrong
冤枉,7,12372,verb,yuān wang,to accuse wrongly | to treat unjustly
渊源,7,18462,noun,yuān yuán,origin | source | relationship
元,1,744,noun,yuán,currency unit (esp. Chinese yuan) | first | primary | fundamental | constituent | part | era (of a reign) | meta- (prefix) | (math.) argument | variable
元旦,5,17634,noun,Yuán dàn,New Year's Day
元老,7,17065,noun,yuán lǎo,senior figure | elder | doyen
元首,7,8471,noun,yuán shǒu,head of state
元素,6,4636,noun,yuán sù,element (key component of sth) | (chemistry) element | (math.) element (member of a set)
元宵节,7,23963,noun,Yuán xiāo jié,"Lantern Festival, the final event of the Spring Festival 春节, on 15th of first month of the lunar calendar"
员,3,1874,noun,yuán,person | employee | member
员工,3,1852,noun,yuán gōng,staff | personnel | employee
园,6,4873,noun,yuán,land used for growing plants | site used for public recreation
园地,6,32332,noun,yuán dì,garden area
园林,5,19734,noun,yuán lín,gardens; park; landscape garden
原,6,1178,noun,yuán,former | primary | raw | level | cause | source
原本,7,3144,adverb,yuán běn,originally
原材料,7,18996,noun,yuán cái liào,raw and semifinished materials
原创,7,1000000,verb,yuán chuàng,to create (sth original)
原地,7,7224,noun,yuán dì,(in) the original place | the place where one currently is | place of origin | local (product)
原告,6,6377,noun,yuán gào,complainant | plaintiff
原来,2,790,adjective,yuán lái,original
原理,5,6978,noun,yuán lǐ,principle | theory
原谅,6,2754,verb,yuán liàng,to excuse | to forgive | to pardon
原料,4,6634,noun,yuán liào,raw material
原始,5,4929,noun,yuán shǐ,first | original (document etc)
原先,5,7083,adverb,yuán xiān,originally
原型,7,12078,noun,yuán xíng,model | prototype | archetype
原因,2,441,noun,yuán yīn,cause | origin | root cause | reason
原有,5,10932,adjective,yuán yǒu,original
原则,4,2188,noun,yuán zé,principle | doctrine
原汁原味,7,27889,adjective,yuán zhī yuán wèi,original | authentic
原装,7,21967,adjective,yuán zhuāng,genuine
圆,4,2899,noun,yuán,circle | circular | spherical | unit of Chinese currency (yuan)
圆满,4,7745,adjective,yuán mǎn,satisfactory
圆形,7,10908,adjective,yuán xíng,round
圆珠笔,6,28444,noun,yuán zhū bǐ,ballpoint pen
援助,6,4393,verb,yuán zhù,to help | to support | to aid
缘分,7,11799,noun,yuán fèn,fate or chance that brings people together | predestined affinity or relationship | (Budd.) destiny
缘故,6,7942,noun,yuán gù,reason | cause
源泉,7,13484,noun,yuán quán,fountainhead | well-spring | water source | fig. origin
源头,7,8224,noun,yuán tóu,source | fountainhead
源于,7,9722,idiom,yuán yú,has its origins in
源源不断,7,18347,idiom,yuán yuán bù duàn,a steady flow (idiom); an unending stream
远,1,635,adjective,yuǎn | yuàn,far | distant | remote
远程,7,7829,adjective,yuǎn chéng,remote
远处,5,7573,noun,yuǎn chù,distant place
远方,6,10239,adjective,yuǎn fāng,far away
远见,7,18215,noun,yuǎn jiàn,foresight | discernment | vision
远近闻名,7,41183,idiom,yuǎn jìn wén míng,to be known far and wide
远离,6,3854,verb,yuǎn lí,to be far from | to keep away from
远远,6,3328,adjective,yuǎn yuǎn,distant
怨,5,6771,verb,yuàn,to blame
怨恨,7,11813,verb,yuàn hèn,to resent | to harbor a grudge against | to loathe
怨气,7,22352,noun,yuàn qì,grievance | resentment | complaint
怨言,7,18582,noun,yuàn yán,complaint
院,2,2470,noun,yuàn,courtyard | institution
院士,7,52481,noun,yuàn shì,scholar | academician | fellow (of an academy)
院长,2,6239,noun,yuàn zhǎng,the head of an institution whose name ends in 院 | chair of a board | president of a university | department head | dean | premier of the Republic of China
院子,2,6479,noun,yuàn zi,courtyard | garden | yard | patio | (old) servant
愿,5,1709,adjective,yuàn,honest | prudent | ready
愿望,3,2889,noun,yuàn wàng,desire | wish
愿意,2,738,verb,yuàn yì,to wish | to want
曰,7,15711,verb,yuē,to speak | to say
约,3,797,verb,yāo | yuē,to weigh in a balance or on a scale | to make an appointment | to invite | to economize | to restrict | to reduce (a fraction)
约定,6,4371,verb,yuē dìng,to agree on sth (after discussion) | to conclude a bargain | to arrange | to promise | to stipulate | to make an appointment
约定俗成,7,53683,noun,yuē dìng sú chéng,established by popular usage (idiom); common usage agreement | customary convention
约会,4,3731,noun,yuē huì,appointment | engagement | date
约束,5,6418,verb,yuē shù,to restrict | to limit to | to constrain
月,1,161,noun,yuè,moon | month | monthly
月饼,5,35984,noun,yuè bǐng,mooncake (esp. for the Mid-Autumn Festival)
月初,7,34296,noun,yuè chū,start of month | early in the month
月底,4,13715,noun,yuè dǐ,end of the month
月份,2,5613,noun,yuè fèn,month
月亮,2,4781,noun,yuè liang,the moon
月票,7,26277,noun,yuè piào,monthly ticket
月球,5,7401,noun,yuè qiú,the moon
岳父,7,15555,noun,yuè fù,"wife's father, father-in-law"
岳母,7,20019,noun,yuè mǔ,"wife's mother, mother-in-law"
悦耳,7,23721,noun,yuè ěr,sweet-sounding
阅读,4,4349,verb,yuè dú,to read
阅览室,5,35678,noun,yuè lǎn shì,reading room
阅历,7,21027,verb,yuè lì,to experience
越,2,574,verb,yuè,to exceed | to climb over | to surpass
越发,7,13246,noun,yuè fā,increasingly
越过,7,8860,verb,yuè guò,to cross over | to transcend | to cover distance | to overcome | to rise above
越来越,2,982,adverb,yuè lái yuè,more and more
晕,6,2983,adjective,yūn | yùn,confused | dizzy | giddy | dizzy
晕车,6,22555,verb,yùn chē,to be carsick
晕倒,7,11045,verb,yūn dǎo,to faint | to swoon | to black out | to become unconscious
云,2,3335,verb,yún,(classical) to say
允许,6,1611,verb,yǔn xǔ,to permit | to allow
陨石,7,16248,noun,yǔn shí,meteorite | aerolite
孕妇,7,7177,noun,yùn fù,pregnant woman
孕育,7,13877,verb,yùn yù,"to be pregnant | to produce offspring | to nurture (a development, school of thought, artwork etc)"
运,5,1730,verb,yùn,to move | to transport | to use | to apply
运动,2,1138,verb,yùn dòng,to move | to exercise
运动会,4,11698,noun,yùn dòng huì,sports competition
运动员,4,3182,noun,yùn dòng yuán,athlete
运河,7,13041,noun,yùn hé,canal
运气,4,3235,noun,yùn qi,luck (good or bad)
运输,3,3770,verb,yùn shū,to transport | to carry
运送,7,8282,verb,yùn sòng,to transport | to carry
运算,6,15793,verb,yùn suàn,to perform calculations
运行,5,3506,verb,yùn xíng,to move along one's course (of celestial bodies etc) | (of a train service etc) to operate; to run
运营,7,7293,verb,yùn yíng,"to be in operation | to do business | (of train, bus etc) to be in service"
运用,4,3345,verb,yùn yòng,to use | to put to use
运转,7,6506,verb,yùn zhuǎn,to work | to operate | to revolve | to turn around
运作,6,3448,verb,yùn zuò,to operate
酝酿,7,11059,adjective,yùn niàng,(of alcohol) to ferment
韵味,7,20325,noun,yùn wèi,implicit charm in rhyme or sound | hinted appeal | interest
熨,6,20839,noun,yù | yùn,reconciled | an iron
蕴藏,7,20995,verb,yùn cáng,to hold in store | to contain (untapped reserves etc)
蕴涵,7,32795,verb,yùn hán,to contain | to accumulate | to embrace
杂,6,6202,adjective,zá,mixed
杂技,7,15170,noun,zá jì,acrobatics
杂交,7,14159,verb,zá jiāo,to hybridize | to crossbreed
杂乱无章,7,34808,idiom,zá luàn wú zhāng,disordered and in a mess (idiom); all mixed up and chaotic
杂志,3,1627,noun,zá zhì,magazine
砸,7,2037,verb,zá,to smash | to pound | to fail | to muck up | to bungle
咋,6,4187,noun,zhà | zé | zǎ,dialectal equivalent of 怎么 | gnaw | loud noise | shout
灾,5,8756,noun,zāi,disaster | calamity
灾害,5,13624,noun,zāi hài,calamity | disaster
灾难,5,4796,noun,zāi nàn,disaster; catastrophe
灾区,5,19915,noun,zāi qū,disaster area | stricken region
栽,7,8512,verb,zāi,to plant; to grow | to insert; to erect (e.g. a bus stop sign) | to impose sth on sb | to stumble; to fall down
栽培,7,15725,verb,zāi péi,to grow | to cultivate | to train | to educate | to patronize
宰,7,5527,verb,zǎi,to slaughter; to butcher; to kill (animals etc) | (coll.) to fleece; to rip off; to overcharge
再,1,91,adverb,zài,"again; once more; re- | then (after sth, and not until then) | no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)"
再次,5,983,adverb,zài cì,one more time | again | one more | once again
再度,7,5508,adverb,zài dù,once more; once again; one more time
再见,1,2487,noun,zài jiàn,goodbye
再接再厉,6,23317,verb,zài jiē zài lì,to continue the struggle (idiom); to persist
再三,4,13301,adverb,zài sān,over and over again | again and again
再生,6,7384,verb,zài shēng,to be reborn | to regenerate | to be a second so-and-so (famous dead person)
再说,6,2395,verb,zài shuō,to say again | to put off a discussion until later
再现,7,10909,verb,zài xiàn,to recreate | to reconstruct (a historical relic)
再也,5,6773,adverb,zài yě,(not) any more
在,1,5,verb,zài,to exist; to be alive
在场,5,3230,verb,zài chǎng,to be present | to be on the scene
在乎,4,2833,verb,zài hu,to care about
在家,1,2444,verb,zài jiā,to be at home | (at a workplace) to be in (as opposed to being away on official business 差)
在内,5,5311,adverb,zài nèi,(included) in it
在线,7,8993,noun,zài xiàn,online
在意,7,4370,verb,zài yì,to care about | to mind
在于,4,1868,verb,zài yú,to be in | to lie in | to consist in | to depend on | to rest with
在职,7,16273,verb,zài zhí,to be employed | to be in post
载体,7,18861,noun,zài tǐ,carrier (chemistry) | vector (epidemiology) | vehicle or medium
咱,2,3116,pronoun,zá | zán,I or me | we (including both the speaker and the person spoken to)
咱们,2,1405,pronoun,zán men,we or us (including both the speaker and the person(s) spoken to) | (dialect) I or me
攒,7,11208,verb,zǎn | cuán,to bring together | to collect | to hoard | to accumulate | to save
暂,7,8838,adjective,zàn,temporary
暂且,6,20166,adverb,zàn qiě,for now | for the time being
暂时,5,2209,adjective,zàn shí,temporary
暂停,5,4545,verb,zàn tíng,to suspend
赞不绝口,7,24518,idiom,zàn bù jué kǒu,to praise without cease (idiom); praise sb to high heaven | to praise without cease (idiom); praise sb to high heaven
赞成,4,5381,verb,zàn chéng,to approve | to endorse
赞美,7,7340,verb,zàn měi,to admire | to praise | to eulogize
赞赏,4,9507,verb,zàn shǎng,to admire | to praise | to appreciate
赞叹,7,16824,verb,zàn tàn,to exclaim in admiration
赞叹不已,7,51147,verb,zàn tàn bù yǐ,to be full of praise (idiom)
赞同,7,5974,verb,zàn tóng,to approve of | to endorse | to approve of | to endorse
赞许,7,24179,verb,zàn xǔ,to praise | to laud
赞扬,7,9387,verb,zàn yáng,to praise | to approve of | to show approval
赞助,4,5290,verb,zàn zhù,to support | to assist | to sponsor
脏,2,4623,noun,zàng | zāng,viscera | (anatomy) organ
葬,7,11836,verb,zàng,to bury (the dead) | to inter
葬礼,7,9283,noun,zàng lǐ,burial | funeral
遭到,6,3320,verb,zāo dào,to suffer | to meet with (sth unfortunate)
遭受,6,4480,verb,zāo shòu,"to suffer; to sustain (loss, misfortune)"
遭殃,7,21901,verb,zāo yāng,to suffer a calamity
遭遇,6,3395,verb,zāo yù,to meet with | to encounter
糟,5,5229,noun,zāo,dregs | draff | pickled in wine
糟糕,5,3403,adjective,zāo gāo,too bad | terrible | bad
糟蹋,6,16341,verb,zāo tà,to waste | to defile | to abuse | to insult | to defile | to trample on | to wreck
凿,7,17288,noun,záo,chisel | (literary) (bound form) certain | irrefutable
早,1,445,noun,zǎo,early | morning | Good morning! | prematurely
早餐,2,2932,noun,zǎo cān,breakfast
早晨,2,2994,noun,zǎo chén,early morning
早饭,1,6748,noun,zǎo fàn,breakfast
早就,2,2223,adverb,zǎo jiù,already at an earlier time
早年,7,17977,noun,zǎo nián,many years ago; in the past
早期,5,5122,noun,zǎo qī,early period; early phase; early stage
早日,7,8155,adverb,zǎo rì,soon; at an early date
早上,1,1092,noun,zǎo shang,early morning
早晚,6,8073,noun,zǎo wǎn,morning and evening | (dialect) some time in the future; some day
早已,3,4715,adverb,zǎo yǐ,for a long time; long since
枣,7,24961,noun,zǎo,(bound form) jujube; Chinese date (Zizyphus jujuba)
造,3,2608,verb,zào,to make | to build | to manufacture | to invent | to fabricate | to go to
造成,3,910,verb,zào chéng,to bring about | to create | to cause
造反,6,15169,verb,zào fǎn,to rebel | to revolt
造福,7,18627,verb,zào fú,to benefit (e.g. the people)
造假,7,15884,verb,zào jiǎ,to counterfeit | to pass off a fake as genuine
造价,7,25685,noun,zào jià,construction cost
造就,7,8826,verb,zào jiù,to bring up | to train | to contribute to
造型,4,2842,verb,zào xíng,to model | to shape
造纸术,7,93172,noun,zào zhǐ shù,papermaking process
噪声,7,13457,noun,zào shēng,noise
噪音,7,7079,noun,zào yīn,rumble | noise | static (in a signal)
则,7,966,noun,zé,(literary) (conjunction used to express contrast with a previous clause) but; then | (bound form) standard; norm | (bound form) principle | classifier for written items
责备,7,12948,verb,zé bèi,to blame | to criticize
责怪,7,10912,verb,zé guài,to blame | to rebuke
责任,3,935,noun,zé rèn,responsibility | blame | duty
责任感,7,9192,noun,zé rèn gǎn,sense of responsibility
贼,7,3807,noun,zéi,thief | traitor | wily | evil
怎么,1,128,adverb,zěn me,how? | why?
怎么办,2,1422,idiom,zěn me bàn,what's to be done
怎么样,2,1367,adverb,zěn me yàng,how? | how about? | how was it?
怎样,2,823,adverb,zěn yàng,how
增,5,4648,noun,zēng,(bound form) to increase; to augment; to add to
增产,5,5858,verb,zēng chǎn,to increase production
增大,5,9149,verb,zēng dà,to enlarge | to amplify | to magnify
增多,5,10203,verb,zēng duō,to increase | to grow in number
增加,3,1419,verb,zēng jiā,to raise | to increase
增进,6,13619,verb,zēng jìn,to promote | to enhance | to further | to advance (a cause etc)
增强,5,4471,verb,zēng qiáng,to increase | to strengthen
增收,7,34528,verb,zēng shōu,"to increase revenue | to increase income by (x amount) | to levy (a surcharge, tax increase etc)"
增添,7,11519,verb,zēng tiān,to add | to increase
增长,3,3521,verb,zēng zhǎng,to grow | to increase
增值,6,19210,verb,zēng zhí,to appreciate (financially) | to increase in value
赠,5,8918,verb,zèng,to give as a present | to repel | to bestow an honorary title after death (old)
赠送,5,8534,verb,zèng sòng,to present as a gift
扎,6,3490,verb,zhā | zā | zhá,to prick | to run or stick (a needle etc) into | to tie | to bind
扎根,7,20613,verb,zhā gēn,to take root
扎实,6,16716,adjective,zhā shi,strong | solid | sturdy | firm | practical
渣,6,4720,noun,zhā,slag (in mining or smelting) | dregs
渣子,7,40267,noun,zhā zi,dregs | bits | dregs (of society)
闸,7,13900,noun,zhá,sluice | lock (on waterway) | gear | brake | sluice | lock (on waterway) | electric switch or circuit breaker
眨,6,10148,verb,zhǎ,to blink | to wink
眨眼,7,11342,verb,zhǎ yǎn,to blink | to wink
诈骗,7,6909,verb,zhà piàn,to defraud | to swindle | to blackmail
炸,6,3064,verb,zhà | zhá,to deep fry | to burst | to explode | to blow up
炸弹,6,3453,noun,zhà dàn,bomb
炸药,6,7656,noun,zhà yào,explosive (material)
榨,7,10020,verb,zhà,to press | to extract (juice) | to press | to extract (juice)
摘,5,5217,verb,zhāi,"to take | to borrow | to pick (flowers, fruit etc) | to pluck | to select | to remove | to take off (glasses, hat etc)"
摘要,6,15351,noun,zhāi yào,summary
窄,7,8622,adjective,zhǎi,narrow | narrow-minded | badly off
债,6,5172,noun,zhài,debt
债券,6,7583,noun,zhài quàn,bond | debenture
债务,7,5497,noun,zhài wù,debt | liability | amount due | indebtedness
沾,7,5557,verb,zhān,to moisten | to be infected by | to receive benefit or advantage through a contact | to touch | to moisten
沾光,7,57428,verb,zhān guāng,to bask in the light
粘,7,3640,verb,nián | zhān,to glue | to paste | to adhere | to stick to
粘贴,5,26487,verb,zhān tiē,"to stick | to affix | to adhere | to paste (as in ""copy and paste"")"
瞻仰,7,31432,verb,zhān yǎng,to revere | to admire
斩,7,9472,verb,zhǎn,to behead (as form of capital punishment) | to chop
斩草除根,7,45361,idiom,zhǎn cǎo chú gēn,to cut weeds and eliminate the roots (idiom); to destroy root and branch
斩钉截铁,6,35900,idiom,zhǎn dīng jié tiě,lit. to chop the nail and slice the iron (idiom)
展出,7,10253,verb,zhǎn chū,to put on display | to be on show | to exhibit
展开,3,3065,verb,zhǎn kāi,to unfold; to spread out; to open up | to launch; to carry out
展览,5,5620,verb,zhǎn lǎn,to put on display | to exhibit
展览会,7,15180,noun,zhǎn lǎn huì,exhibition | show
展示,5,1798,verb,zhǎn shì,to reveal; to display; to show; to exhibit
展望,7,12326,noun,zhǎn wàng,outlook | prospect
展现,5,3124,verb,zhǎn xiàn,to unfold before one's eyes; to emerge; to reveal; to display
盏,7,8983,noun,zhǎn,a small cup | classifier for lamps
崭新,7,7384,adjective,zhǎn xīn,brand new
占,2,1571,verb,zhàn | zhān,to observe | to divine | to take possession of | to occupy | to take up
占卜,7,24286,verb,zhān bǔ,to divine
占据,6,5028,verb,zhàn jù,to occupy | to hold
占领,5,6042,verb,zhàn lǐng,to capture; to seize; to occupy by force
占线,5,38012,noun,zhàn xiàn,busy (telephone line)
占用,7,6832,verb,zhàn yòng,to occupy
占有,5,7035,verb,zhàn yǒu,to have | to own | to hold | to occupy | to possess | to account for (a high proportion etc)
战场,6,4405,noun,zhàn chǎng,battlefield
战斗,4,1822,verb,zhàn dòu,to fight | to engage in combat
战略,6,3278,noun,zhàn lu:è,strategy
战胜,4,3571,verb,zhàn shèng,to prevail over | to defeat | to surmount
战士,4,2973,noun,zhàn shì,fighter | soldier | warrior
战术,6,4242,noun,zhàn shù,tactics
战役,6,7305,noun,zhàn yì,military campaign
战友,6,8543,noun,zhàn yǒu,comrade-in-arms | battle companion
战争,4,1274,noun,zhàn zhēng,war | conflict
站,1,399,noun,zhàn,station | branch of a company or organization | website
站立,7,11694,verb,zhàn lì,to stand
站台,6,10722,noun,zhàn tái,platform (at a railway station)
站住,2,11455,verb,zhàn zhù,to stand
绽放,7,12206,verb,zhàn fàng,to blossom
蘸,7,14207,verb,zhàn,"to dip in (ink, sauce etc)"
张,3,316,verb,zhāng,to open up | to spread
张灯结彩,7,63826,idiom,zhāng dēng jié cǎi,to be decorated with lanterns and colored banners (idiom)
张贴,7,15794,verb,zhāng tiē,to post (a notice) | to advertise
张扬,7,10725,verb,zhāng yáng,to display ostentatiously | to bring out into the open | to make public | to spread around
章,6,3279,noun,zhāng,chapter | section | clause | movement (of symphony) | seal | badge | regulation | order
章程,6,15269,noun,zhāng chéng,rules | regulations | constitution | statute | articles of association (of company) | articles of incorporation | charter (of a corporation) | by-laws
长,2,246,noun,cháng | zhǎng,length | long | forever | chief | head | elder
长辈,7,14245,noun,zhǎng bèi,one's elders | older generation
长城,3,9599,noun,Cháng chéng,the Great Wall
长处,3,15374,noun,cháng chù,good aspects | strong points
长达,7,36584,verb,cháng dá,to extend as long as | to lengthen out to
长大,2,1531,verb,zhǎng dà,to grow up
长度,5,8167,noun,cháng dù,length
